target_list,probe_L,probe_R,correct_resp,n,key_resp_inverted.corr_mean,key_resp_inverted.corr_raw,key_resp_inverted.corr_std,key_resp_inverted.duration_mean,key_resp_inverted.duration_raw,key_resp_inverted.duration_std,key_resp_inverted.keys_raw,key_resp_inverted.rt_mean,key_resp_inverted.rt_raw,key_resp_inverted.rt_std,order
stimuli/inverted_faces/F16.png,stimuli/inverted_faces/F16.png,stimuli/inverted_faces/F16morph.png,1,1.0,0.0,0.0,0.0,0.08928310871124268,0.08928310871124268,0.0,'right',327.7435302734375,327.7435302734375,0.0,26.0
stimuli/inverted_faces/F21.png,stimuli/inverted_faces/F21.png,stimuli/inverted_faces/F21morph.png,1,1.0,0.0,0.0,0.0,0.1377413421869278,0.1377413421869278,0.0,'left',237.56187438964844,237.56187438964844,0.0,9.0
stimuli/inverted_faces/F9.png,stimuli/inverted_faces/F9.png,stimuli/inverted_faces/F9morph.png,1,1.0,0.0,0.0,0.0,0.09324934333562851,0.09324934333562851,0.0,'left',317.25262451171875,317.25262451171875,0.0,24.0
stimuli/inverted_faces/M119.png,stimuli/inverted_faces/M119.png,stimuli/inverted_faces/M119morph.png,1,1.0,0.0,0.0,0.0,0.09371742606163025,0.09371742606163025,0.0,'right',196.1358184814453,196.1358184814453,0.0,1.0
stimuli/inverted_faces/M121.png,stimuli/inverted_faces/M121.png,stimuli/inverted_faces/M121morph.png,1,1.0,0.0,0.0,0.0,0.11448726803064346,0.11448726803064346,0.0,'left',232.79681396484375,232.79681396484375,0.0,8.0
stimuli/inverted_faces/M123.png,stimuli/inverted_faces/M123.png,stimuli/inverted_faces/M123morph.png,1,1.0,0.0,0.0,0.0,0.12163899838924408,0.12163899838924408,0.0,'left',221.6474151611328,221.6474151611328,0.0,6.0
stimuli/inverted_faces/M128.png,stimuli/inverted_faces/M128.png,stimuli/inverted_faces/M128morph.png,1,1.0,0.0,0.0,0.0,0.08562390506267548,0.08562390506267548,0.0,'right',333.072509765625,333.072509765625,0.0,27.0
stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129morph.png,1,1.0,0.0,0.0,0.0,0.07573984563350677,0.07573984563350677,0.0,'right',306.4993591308594,306.4993591308594,0.0,22.0
stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131morph.png,1,1.0,0.0,0.0,0.0,0.09321146458387375,0.09321146458387375,0.0,'left',190.0205535888672,190.0205535888672,0.0,0.0
stimuli/inverted_faces/M22.png,stimuli/inverted_faces/M22.png,stimuli/inverted_faces/M22morph.png,1,1.0,0.0,0.0,0.0,0.10294580459594727,0.10294580459594727,0.0,'right',226.95384216308594,226.95384216308594,0.0,7.0
stimuli/inverted_faces/M25.png,stimuli/inverted_faces/M25.png,stimuli/inverted_faces/M25morph.png,1,1.0,0.0,0.0,0.0,0.07918481528759003,0.07918481528759003,0.0,'right',295.89483642578125,295.89483642578125,0.0,20.0
stimuli/inverted_faces/M31.png,stimuli/inverted_faces/M31.png,stimuli/inverted_faces/M31morph.png,1,1.0,0.0,0.0,0.0,0.1047419086098671,0.1047419086098671,0.0,'left',269.46533203125,269.46533203125,0.0,15.0
stimuli/inverted_faces/M35.png,stimuli/inverted_faces/M35.png,stimuli/inverted_faces/M35morph.png,1,1.0,0.0,0.0,0.0,0.11402367800474167,0.11402367800474167,0.0,'left',311.94952392578125,311.94952392578125,0.0,23.0
stimuli/inverted_faces/F10.png,stimuli/inverted_faces/F10.png,stimuli/inverted_faces/F10morph.png,1,1.0,0.0,0.0,0.0,0.10292662680149078,0.10292662680149078,0.0,'right',205.65045166015625,205.65045166015625,0.0,3.0
stimuli/inverted_faces/F11.png,stimuli/inverted_faces/F11morph.png,stimuli/inverted_faces/F11.png,2,1.0,0.0,0.0,0.0,0.06629887223243713,0.06629887223243713,0.0,'right',285.35687255859375,285.35687255859375,0.0,18.0
stimuli/inverted_faces/F12.png,stimuli/inverted_faces/F12morph.png,stimuli/inverted_faces/F12.png,2,1.0,0.0,0.0,0.0,0.09779821336269379,0.09779821336269379,0.0,'right',274.6592102050781,274.6592102050781,0.0,16.0
stimuli/inverted_faces/F13.png,stimuli/inverted_faces/F13morph.png,stimuli/inverted_faces/F13.png,2,1.0,0.0,0.0,0.0,0.08530115336179733,0.08530115336179733,0.0,'right',211.23106384277344,211.23106384277344,0.0,4.0
stimuli/inverted_faces/F15.png,stimuli/inverted_faces/F15morph.png,stimuli/inverted_faces/F15.png,2,1.0,0.0,0.0,0.0,0.1123252883553505,0.1123252883553505,0.0,'right',243.14077758789062,243.14077758789062,0.0,10.0
stimuli/inverted_faces/F18.png,stimuli/inverted_faces/F18morph.png,stimuli/inverted_faces/F18.png,2,1.0,0.0,0.0,0.0,0.1338455080986023,0.1338455080986023,0.0,'left',253.64476013183594,253.64476013183594,0.0,12.0
stimuli/inverted_faces/F7.png,stimuli/inverted_faces/F7morph.png,stimuli/inverted_faces/F7.png,2,1.0,0.0,0.0,0.0,0.08887306600809097,0.08887306600809097,0.0,'right',264.12451171875,264.12451171875,0.0,14.0
stimuli/inverted_faces/M122.png,stimuli/inverted_faces/M122morph.png,stimuli/inverted_faces/M122.png,2,1.0,0.0,0.0,0.0,0.09480409324169159,0.09480409324169159,0.0,'right',322.364501953125,322.364501953125,0.0,25.0
stimuli/inverted_faces/M125.png,stimuli/inverted_faces/M125morph.png,stimuli/inverted_faces/M125.png,2,1.0,0.0,0.0,0.0,0.12221450358629227,0.12221450358629227,0.0,'left',200.61553955078125,200.61553955078125,0.0,2.0
