thisRow.t,notes,Start.started,Start.stopped,instrPractice.started,key_resp_practice.started,participant,session,order,EEG,EyeLink,EyeTribe,Calibrate,date,expName,psychopyVersion,frameRate,expStart,
,,0.00815555898589082,0.010310711979400367,,,001,1,1,False,False,False,False,2025-01-21_10h22.38.627,inversion_effect,2024.1.0,None,2025-01-21 10h22.54.842793 -0800,
,,,,0.010339102998841554,0.028020256984746084,,,,,,,,,,,,,
