block_list,fix_dur,target_dur,isi_dur,probe_dur,iti_dur,stim_size,target_list,probe_L,probe_R,correct_resp,condStim,condDur,condOrient,upright_flag,inverted_flag,blocks_practice.thisRepN,blocks_practice.thisTrialN,blocks_practice.thisN,blocks_practice.thisIndex,trials_practice_up.thisRepN,trials_practice_up.thisTrialN,trials_practice_up.thisN,trials_practice_up.thisIndex,trials_practice_inv.thisRepN,trials_practice_inv.thisTrialN,trials_practice_inv.thisN,trials_practice_inv.thisIndex,blocks_order.thisRepN,blocks_order.thisTrialN,blocks_order.thisN,blocks_order.thisIndex,trials_upright.thisRepN,trials_upright.thisTrialN,trials_upright.thisN,trials_upright.thisIndex,trials_inverted.thisRepN,trials_inverted.thisTrialN,trials_inverted.thisN,trials_inverted.thisIndex,thisRow.t,notes,Start.started,Start.stopped,instrPractice.started,key_resp_practice.started,instrPractice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.duration,getReady.started,getReady.stopped,Fixation.started,text_fixation.started,text_fixation.stopped,Fixation.stopped,EncodingUpright.started,orient,image_target_upright.started,image_target_upright.stopped,EncodingUpright.stopped,ISI.started,isi_jittered,text_isi.started,text_isi.stopped,ISI.stopped,ProbeUpPractice.started,image_probePrac_up_left.started,image_probePrace_up_right.started,key_resp_up_prac.started,image_probePrac_up_left.stopped,image_probePrace_up_right.stopped,key_resp_up_prac.stopped,ProbeUpPractice.stopped,key_resp_up_prac.keys,key_resp_up_prac.corr,key_resp_up_prac.rt,key_resp_up_prac.duration,ITI.started,iti_jittered,text_iti.started,text_iti.stopped,ITI.stopped,EncodingInverted.started,image_target_inverted.started,image_target_inverted.stopped,EncodingInverted.stopped,ProbeInvPractice.started,image_probePrac_inv_left.started,image_probePrace_inv_right.started,key_resp_inv_prac.started,image_probePrac_inv_left.stopped,image_probePrace_inv_right.stopped,key_resp_inv_prac.stopped,ProbeInvPractice.stopped,key_resp_inv_prac.keys,key_resp_inv_prac.corr,key_resp_inv_prac.rt,key_resp_inv_prac.duration,FB_Practice.started,key_resp_endPractice.started,FB_Practice.stopped,key_resp_endPractice.keys,key_resp_endPractice.rt,key_resp_endPractice.duration,ProbeUpright.started,image_probe_upright_left.started,image_probe_upright_right.started,key_resp_upright.started,image_probe_upright_left.stopped,image_probe_upright_right.stopped,key_resp_upright.stopped,ProbeUpright.stopped,key_resp_upright.keys,key_resp_upright.corr,key_resp_upright.rt,key_resp_upright.duration,IBI.started,text_ibi.started,IBI.stopped,ProbeInverted.started,image_probe_inverted_left.started,image_probe_inverted_right.started,key_resp_inverted.started,image_probe_inverted_left.stopped,image_probe_inverted_right.stopped,key_resp_inverted.stopped,ProbeInverted.stopped,key_resp_inverted.keys,key_resp_inverted.corr,key_resp_inverted.rt,key_resp_inverted.duration,ThankYou.started,text_thanks.started,ThankYou.stopped,participant,session,order,EEG,EyeLink,EyeTribe,Calibrate,date,expName,psychopyVersion,frameRate,expStart,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F11.png,stimuli/inverted_faces/F11.png,stimuli/inverted_faces/F11morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,4,4,1,,,,,57.68452776002232,,,,,,,,,,,,57.665453745023115,57.68452776002232,57.68452776002232,57.66650765101076,57.66654168500099,upright,57.68452776002232,58.196359877998475,58.18231885699788,58.182374378026,0.6760609125918485,58.196359877998475,58.88836830301443,58.865311614004895,,,,,,,,,,,,,61.882357563998085,1.033324044411186,61.896784696000395,62.93501452400233,62.91389525300474,,,,,,,,,,,,,,,,,,,,,,,58.8653506860137,58.88836830301443,58.88836830301443,58.88836830301443,61.896784696000395,61.896784696000395,61.896784696000395,61.881563478003955,left,0,59.63198298201314,0.1373781459988095,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F7.png,stimuli/inverted_faces/F7.png,stimuli/inverted_faces/F7morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,5,5,6,,,,,62.93501452400233,,,,,,,,,,,,62.91447312600212,62.93501452400233,62.93501452400233,62.9154239060008,62.915458909003064,upright,62.93501452400233,63.44646000300418,63.43050821500947,63.4305465540092,0.648295224569406,63.44646000300418,64.10445116300252,64.0801771270053,,,,,,,,,,,,,67.09675110701937,1.0996220943470019,67.1124979990127,68.88762164002401,68.19604138901923,,,,,,,,,,,,,,,,,,,,,,,64.08021644002292,64.10445116300252,64.10445116300252,64.10445116300252,67.1124979990127,67.1124979990127,67.1124979990127,67.09626692600432,left,0,64.86041240900522,0.1447224260191433,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M130.png,stimuli/inverted_faces/M130morph.png,stimuli/inverted_faces/M130.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,6,6,22,,,,,68.88762164002401,,,,,,,,,,,,68.19645428401418,68.88762164002401,68.88762164002401,68.19707531301538,68.19709820000571,upright,68.88762164002401,69.39596681500552,69.38075254601426,69.38079038300202,0.6820012427102201,69.39596681500552,70.08919433000847,70.06454954799847,,,,,,,,,,,,,73.0792242870084,1.0584332406696952,73.09499741499894,74.1755133609986,74.14529637401574,,,,,,,,,,,,,,,,,,,,,,,70.06458508400829,70.08919433000847,70.08919433000847,70.08919433000847,73.09499741499894,73.09499741499894,73.09499741499894,73.07887183999992,right,0,70.75250605301699,0.11823910899693146,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M31.png,stimuli/inverted_faces/M31morph.png,stimuli/inverted_faces/M31.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,7,7,27,,,,,74.1755133609986,,,,,,,,,,,,74.14554705802584,74.1755133609986,74.1755133609986,74.14585110201733,74.14586111201788,upright,74.1755133609986,74.67937743401853,74.66455549301463,74.66459165001288,0.583457365783951,74.67937743401853,75.27318998501869,75.24750080402009,,,,,,,,,,,,,78.2641576550086,1.0624743545417903,78.27977604500484,79.35131484700833,79.33118900100817,,,,,,,,,,,,,,,,,,,,,,,75.24753924200195,75.27318998501869,75.27318998501869,75.27318998501869,78.27977604500484,78.27977604500484,78.27977604500484,78.26346529601142,right,0,76.65266676101601,0.13327895500697196,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131morph.png,stimuli/inverted_faces/M131.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,8,8,23,,,,,79.35131484700833,,,,,,,,,,,,79.33206578000681,79.35131484700833,79.35131484700833,79.33291213400662,79.3329459130182,upright,79.35131484700833,79.86241127800895,79.84779871001956,79.8478544880054,0.6936218932257814,79.86241127800895,80.56742347602267,80.54628479501116,,,,,,,,,,,,,83.56215544501902,1.2669081909855349,83.57799683100893,84.84574151100242,84.82952770200791,,,,,,,,,,,,,,,,,,,,,,,80.54631336699822,80.56742347602267,80.56742347602267,80.56742347602267,83.57799683100893,83.57799683100893,83.57799683100893,83.56187235700781,left,0,81.42994851700496,0.13296359701780602,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,9,9,10,,,,,84.84574151100242,,,,,,,,,,,,84.82992565599852,84.84574151100242,84.84574151100242,84.83041903399862,84.83043508202536,upright,84.84574151100242,85.34570760201314,85.33095819002483,85.3310048940184,0.5979060804612932,85.34570760201314,85.9532350890222,85.93036967801163,,,,,,,,,,,,,88.94754977300181,1.291047542993061,88.9626236470067,90.26770104499883,90.24748426000588,,,,,,,,,,,,,,,,,,,,,,,85.93040841602487,85.9532350890222,85.9532350890222,85.9532350890222,88.9626236470067,88.9626236470067,88.9626236470067,88.94683170301141,left,0,86.67776076600421,0.13125687901629135,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M122.png,stimuli/inverted_faces/M122.png,stimuli/inverted_faces/M122morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,10,10,8,,,,,90.26770104499883,,,,,,,,,,,,90.24807311300538,90.26770104499883,90.26770104499883,90.24900192502537,90.24903734101099,upright,90.26770104499883,90.77995319201727,90.76529245602433,90.76534698400064,0.6775480901875638,90.77995319201727,91.47162356501212,91.44871633499861,,,,,,,,,,,,,94.46475826500682,1.2159648263051608,94.48016831901623,95.70241816001362,95.68079649002175,,,,,,,,,,,,,,,,,,,,,,,91.4487549890182,91.47162356501212,91.47162356501212,91.47162356501212,94.48016831901623,94.48016831901623,94.48016831901623,94.46407133401954,left,0,92.20966305100592,0.13246872700983658,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M126.png,stimuli/inverted_faces/M126.png,stimuli/inverted_faces/M126morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,11,11,9,,,,,95.70241816001362,,,,,,,,,,,,95.68137587001547,95.70241816001362,95.70241816001362,95.68222907601739,95.68226886499906,upright,95.70241816001362,96.21309636402293,96.19818163200398,96.19822130500688,0.6481952048383282,96.21309636402293,96.87026576101198,96.84778002701933,,,,,,,,,,,,,99.86516299901996,1.0007012238068569,99.87921615701634,100.88368124701083,100.86357953300467,,,,,,,,,,,,,,,,,,,,,,,96.84781836500042,96.87026576101198,96.87026576101198,96.87026576101198,99.87921615701634,99.87921615701634,99.87921615701634,99.8642227750097,left,0,97.54291130500496,0.10403396800393239,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M32.png,stimuli/inverted_faces/M32.png,stimuli/inverted_faces/M32morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,100.88368124701083,,,,,,,,,,,,100.8641560760152,100.88368124701083,100.88368124701083,100.86495228201966,100.86498625201057,upright,100.88368124701083,101.39546319100191,101.3798455260112,101.37988289500936,0.5104636442135649,101.39546319100191,101.92033465800341,101.89719326901832,,,,,,,,,,,,,104.91266490600538,1.082633042316645,104.92779756401433,106.01750989301945,105.9972021690046,,,,,,,,,,,,,,,,,,,,,,,101.89723247999791,101.92033465800341,101.92033465800341,101.92033465800341,104.92779756401433,104.92779756401433,104.92779756401433,104.91237138301949,left,0,103.08545402402524,0.13977440298185684,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F9.png,stimuli/inverted_faces/F9morph.png,stimuli/inverted_faces/F9.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,13,13,16,,,,,106.01750989301945,,,,,,,,,,,,105.99778188500204,106.01750989301945,106.01750989301945,105.99883387301816,105.99886889901245,upright,106.01750989301945,106.52858624199871,106.51387049301411,106.51390990900109,0.6104187732000006,106.52858624199871,107.15560390500468,107.1309139910154,,,,,,,,,,,,,110.14815065902076,1.2750163211068384,110.16205781200551,111.4495971389988,111.42969412001548,,,,,,,,,,,,,,,,,,,,,,,107.13095623999834,107.15560390500468,107.15560390500468,107.15560390500468,110.16205781200551,110.16205781200551,110.16205781200551,110.1474476410076,right,0,107.94367594600772,0.1291836960008368,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M22.png,stimuli/inverted_faces/M22morph.png,stimuli/inverted_faces/M22.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,14,14,24,,,,,111.4495971389988,,,,,,,,,,,,111.43025599900284,111.4495971389988,111.4495971389988,111.43104498600587,111.43107973600854,upright,111.4495971389988,111.96321098101907,111.947411724017,111.94745015099761,0.5413810266760867,111.96321098101907,112.52113855400239,112.49700848202338,,,,,,,,,,,,,115.51454196101986,1.2562700676230385,115.52926110601402,116.80085441601113,116.78158253102447,,,,,,,,,,,,,,,,,,,,,,,112.49704401401686,112.52113855400239,112.52113855400239,112.52113855400239,115.52926110601402,115.52926110601402,115.52926110601402,115.51384430401959,right,0,113.60442104699905,0.1261694030254148,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F15.png,stimuli/inverted_faces/F15.png,stimuli/inverted_faces/F15morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,15,15,4,,,,,116.80085441601113,,,,,,,,,,,,116.78248152000015,116.80085441601113,116.80085441601113,116.78350080701057,116.7835351540125,upright,116.80085441601113,117.31191976502305,117.29685485700611,117.29689282100298,0.5998473827383171,117.31191976502305,117.92006586599746,117.89698098701774,,,,,,,,,,,,,120.91400646101101,1.2430806744375378,120.9282996620168,122.1799600040249,122.16193956200732,,,,,,,,,,,,,,,,,,,,,,,117.89701893500751,117.92006586599746,117.92006586599746,117.92006586599746,120.9282996620168,120.9282996620168,120.9282996620168,120.9133086290094,left,0,118.72079490500619,0.10978581800009124,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F18.png,stimuli/inverted_faces/F18.png,stimuli/inverted_faces/F18morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,16,16,5,,,,,122.1799600040249,,,,,,,,,,,,122.1621821570152,122.1799600040249,122.1799600040249,122.1626196760044,122.16263163200347,upright,122.1799600040249,122.69548366800882,122.6801652040158,122.68022151102195,0.5831006381443471,122.69548366800882,123.281134622026,123.26203443302074,,,,,,,,,,,,,126.26571459401748,1.0565821705797216,126.27939740702277,127.34638875702512,127.32919999500155,,,,,,,,,,,,,,,,,,,,,,,123.26205781902536,123.281134622026,123.281134622026,123.281134622026,126.27939740702277,126.27939740702277,126.27939740702277,126.2650141880149,left,0,124.06460498701199,0.09418783101136796,,,,,,,,,,,,,,,,,,,001,1,1,False,False,False,False,2025-01-21_10h30.07.108,inversion_effect,2024.1.0,None,2025-01-21 10h30.14.482682 -0800,
