block_list,fix_dur,target_dur,isi_dur,probe_dur,iti_dur,stim_size,target_list,probe_L,probe_R,correct_resp,condStim,condDur,condOrient,upright_flag,inverted_flag,blocks_practice.thisRepN,blocks_practice.thisTrialN,blocks_practice.thisN,blocks_practice.thisIndex,trials_practice_up.thisRepN,trials_practice_up.thisTrialN,trials_practice_up.thisN,trials_practice_up.thisIndex,trials_practice_inv.thisRepN,trials_practice_inv.thisTrialN,trials_practice_inv.thisN,trials_practice_inv.thisIndex,blocks_order.thisRepN,blocks_order.thisTrialN,blocks_order.thisN,blocks_order.thisIndex,trials_upright.thisRepN,trials_upright.thisTrialN,trials_upright.thisN,trials_upright.thisIndex,trials_inverted.thisRepN,trials_inverted.thisTrialN,trials_inverted.thisN,trials_inverted.thisIndex,thisRow.t,notes,Start.started,Start.stopped,instrPractice.started,key_resp_practice.started,instrPractice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.duration,getReady.started,getReady.stopped,Fixation.started,text_fixation.started,text_fixation.stopped,Fixation.stopped,EncodingUpright.started,orient,image_target_upright.started,image_target_upright.stopped,EncodingUpright.stopped,ISI.started,isi_jittered,text_isi.started,text_isi.stopped,ISI.stopped,ProbeUpPractice.started,image_probePrac_up_left.started,image_probePrace_up_right.started,key_resp_up_prac.started,image_probePrac_up_left.stopped,image_probePrace_up_right.stopped,key_resp_up_prac.stopped,ProbeUpPractice.stopped,key_resp_up_prac.keys,key_resp_up_prac.corr,key_resp_up_prac.rt,key_resp_up_prac.duration,ITI.started,iti_jittered,text_iti.started,text_iti.stopped,ITI.stopped,EncodingInverted.started,image_target_inverted.started,image_target_inverted.stopped,EncodingInverted.stopped,ProbeInvPractice.started,image_probePrac_inv_left.started,image_probePrace_inv_right.started,key_resp_inv_prac.started,image_probePrac_inv_left.stopped,image_probePrace_inv_right.stopped,key_resp_inv_prac.stopped,ProbeInvPractice.stopped,key_resp_inv_prac.keys,key_resp_inv_prac.corr,FB_Practice.started,key_resp_endPractice.started,FB_Practice.stopped,key_resp_endPractice.keys,key_resp_endPractice.rt,key_resp_endPractice.duration,ProbeUpright.started,image_probe_upright_left.started,image_probe_upright_right.started,key_resp_upright.started,image_probe_upright_left.stopped,image_probe_upright_right.stopped,key_resp_upright.stopped,ProbeUpright.stopped,key_resp_upright.keys,key_resp_upright.corr,key_resp_upright.rt,key_resp_upright.duration,IBI.started,text_ibi.started,IBI.stopped,ProbeInverted.started,image_probe_inverted_left.started,image_probe_inverted_right.started,key_resp_inverted.started,image_probe_inverted_left.stopped,image_probe_inverted_right.stopped,key_resp_inverted.stopped,ProbeInverted.stopped,key_resp_inverted.keys,key_resp_inverted.corr,key_resp_inverted.rt,key_resp_inverted.duration,ThankYou.started,text_thanks.started,ThankYou.stopped,participant,session,order,EEG,EyeLink,EyeTribe,Calibrate,date,expName,psychopyVersion,frameRate,expStart,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F11.png,stimuli/inverted_faces/F11.png,stimuli/inverted_faces/F11morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,14,14,1,,,,,132.54240130004473,,,,,,,,,,,,132.53083250008058,132.54240130004473,132.54240130004473,132.53111099998932,132.53112420008983,upright,132.54240130004473,133.03837990004104,133.0305672000395,133.030589699978,0.5509552627408588,133.03837990004104,133.59207210002933,133.5803304000292,,,,,,,,,,,,,136.58146460005082,1.2849347176464474,136.5887773000868,137.87488140002824,137.86446449998766,,,,,,,,,,,,,,,,,,,,,133.5803446000209,133.59207210002933,133.59207210002933,133.59207210002933,136.5887773000868,136.5887773000868,136.5887773000868,136.58110160008073,left,0,134.17225539998617,0.1837957000825554,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M25.png,stimuli/inverted_faces/M25morph.png,stimuli/inverted_faces/M25.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,15,15,25,,,,,137.87488140002824,,,,,,,,,,,,137.86474440002348,137.87488140002824,137.87488140002824,137.86499800009187,137.86500970006455,upright,137.87488140002824,138.37266560003627,138.36462220002431,138.36464100005105,0.6120196537179378,138.37266560003627,138.98359229997732,138.97264759999234,,,,,,,,,,,,,141.97355500003323,1.0396378433436602,141.98119150009006,143.017108,143.00682760006748,,,,,,,,,,,,,,,,,,,,,138.97265960008372,138.98359229997732,138.98359229997732,138.98359229997732,141.98119150009006,141.98119150009006,141.98119150009006,141.97324880002998,right,0,140.52346490009222,0.20068379992153496,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F18.png,stimuli/inverted_faces/F18.png,stimuli/inverted_faces/F18morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,16,16,5,,,,,143.017108,,,,,,,,,,,,143.00710649997927,143.017108,143.017108,143.00736500008497,143.00737650005613,upright,143.017108,143.5148122999817,143.50691650004592,143.50693320005666,0.6923803157451466,143.5148122999817,144.2027364000678,144.19016480003484,,,,,,,,,,,,,147.19102500006557,1.1371519516807698,147.19861860002857,148.3335435000481,148.3241298000794,,,,,,,,,,,,,,,,,,,,,144.19018010003492,144.2027364000678,144.2027364000678,144.2027364000678,147.19861860002857,147.19861860002857,147.19861860002857,147.1907860999927,left,0,145.05160600005183,0.17596849997062236,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131morph.png,stimuli/inverted_faces/M131.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,17,17,23,,,,,148.3335435000481,,,,,,,,,,,,148.32438430003822,148.3335435000481,148.3335435000481,148.32462590001523,148.32463719998486,upright,148.3335435000481,148.83216200000606,148.8243885000702,148.82440390007105,0.5068766955473437,148.83216200000606,149.335450100014,149.3243259000592,,,,,,,,,,,,,152.32499720004853,1.2533384369326392,152.3325790000381,153.5842271000147,153.5748839000007,,,,,,,,,,,,,,,,,,,,,149.32434160006233,149.335450100014,149.335450100014,149.335450100014,152.3325790000381,152.3325790000381,152.3325790000381,152.32472520007286,right,0,150.37212200008798,0.1752379999961704,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M128.png,stimuli/inverted_faces/M128morph.png,stimuli/inverted_faces/M128.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,18,18,21,,,,,153.5842271000147,,,,,,,,,,,,153.57511490001343,153.5842271000147,153.5842271000147,153.57533420005348,153.5753442000132,upright,153.5842271000147,154.08287799998652,154.07492990000173,154.07494309998583,0.6730432944100168,154.08287799998652,154.75277560006361,154.74190460005775,,,,,,,,,,,,,157.7424328000052,1.0300067962564923,157.75009099999443,158.7767840999877,158.76728150004055,,,,,,,,,,,,,,,,,,,,,154.74192020006012,154.75277560006361,154.75277560006361,154.75277560006361,157.75009099999443,157.75009099999443,157.75009099999443,157.74218689999543,right,0,156.1723916999763,0.17494620010256767,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M130.png,stimuli/inverted_faces/M130morph.png,stimuli/inverted_faces/M130.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,19,19,22,,,,,158.7767840999877,,,,,,,,,,,,158.76751210005023,158.7767840999877,158.7767840999877,158.7677230000263,158.76773120008875,upright,158.7767840999877,159.27544190001208,159.2676027000416,159.26761910005007,0.677474000233123,159.27544190001208,159.95718630007468,159.94336979999207,,,,,,,,,,,,,162.94369009998627,1.0830204117761852,162.95119040005375,164.02625950006768,164.0184433000395,,,,,,,,,,,,,,,,,,,,,159.94339660007972,159.95718630007468,159.95718630007468,159.95718630007468,162.95119040005375,162.95119040005375,162.95119040005375,162.94339710008353,right,0,160.86020470003132,0.18345140002202243,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M125.png,stimuli/inverted_faces/M125morph.png,stimuli/inverted_faces/M125.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,20,20,19,,,,,164.02625950006768,,,,,,,,,,,,164.01874780002981,164.02625950006768,164.02625950006768,164.01903159997892,164.01904520008247,upright,164.02625950006768,164.51808609999716,164.5102293000091,164.5102513000602,0.5649846853133311,164.51808609999716,165.07822840008885,165.0687767000636,,,,,,,,,,,,,168.0694779000478,1.0276940519023363,168.07702139997855,169.10685129999183,169.09443860000465,,,,,,,,,,,,,,,,,,,,,165.06879910000134,165.07822840008885,165.07822840008885,165.07822840008885,168.07702139997855,168.07702139997855,168.07702139997855,168.06916279997677,right,0,166.07588530005887,0.16824119992088526,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M32.png,stimuli/inverted_faces/M32.png,stimuli/inverted_faces/M32morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,21,21,12,,,,,169.10685129999183,,,,,,,,,,,,169.09478869999293,169.10685129999183,169.10685129999183,169.095114500029,169.09512940002605,upright,169.10685129999183,169.6020893000532,169.59433530003298,169.5943526000483,0.5809972639849595,169.6020893000532,170.18105110002216,170.16946710005868,,,,,,,,,,,,,173.1705532000633,1.0481196644678257,173.17786130006425,174.22325010003988,174.21196320001036,,,,,,,,,,,,,,,,,,,,,170.16950130008627,170.18105110002216,170.18105110002216,170.18105110002216,173.17786130006425,173.17786130006425,173.17786130006425,173.17019970004912,right,0,171.06017630000133,0.17605540005024523,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,22,22,10,,,,,174.22325010003988,,,,,,,,,,,,174.21228109998628,174.22325010003988,174.22325010003988,174.21265220001806,174.2126671000151,upright,174.22325010003988,174.7198015000904,174.71221750008408,174.7122381000081,0.6888423268262729,174.7198015000904,175.4078901000321,175.39515860006213,,,,,,,,,,,,,178.39618959999643,1.2646708966991804,178.40353220002726,179.666022600024,179.65412469999865,,,,,,,,,,,,,,,,,,,,,175.39517670008354,175.4078901000321,175.4078901000321,175.4078901000321,178.40353220002726,178.40353220002726,178.40353220002726,178.39584890007973,left,0,176.66035100002773,0.12777609995100647,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F13.png,stimuli/inverted_faces/F13.png,stimuli/inverted_faces/F13morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,23,23,3,,,,,179.666022600024,,,,,,,,,,,,179.6543939000694,179.666022600024,179.666022600024,179.65466180001386,179.65468720009085,upright,179.666022600024,180.16185390006285,180.15388340002391,180.1538942999905,0.6707127774760772,180.16185390006285,180.83442299999297,180.82096240005922,,,,,,,,,,,,,183.82134360005148,1.0459687201778864,183.82903270004317,184.87208930007182,184.86292970005888,,,,,,,,,,,,,,,,,,,,,180.82098020007834,180.83442299999297,180.83442299999297,180.83442299999297,183.82903270004317,183.82903270004317,183.82903270004317,183.8211335000815,left,0,181.49977740005124,0.13596159999724478,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F21.png,stimuli/inverted_faces/F21morph.png,stimuli/inverted_faces/F21.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,24,24,15,,,,,184.87208930007182,,,,,,,,,,,,184.8631586000556,184.87208930007182,184.87208930007182,184.8633439000696,184.8633527000202,upright,184.87208930007182,185.36286170000676,185.35539250005968,185.35541319998447,0.6466072427676015,185.36286170000676,186.00911009998526,185.99688510003034,,,,,,,,,,,,,188.99768170004245,1.0987991087286322,189.0053665000014,190.10117789998185,190.08951850002632,,,,,,,,,,,,,,,,,,,,,185.99690420005936,186.00911009998526,186.00911009998526,186.00911009998526,189.0053665000014,189.0053665000014,189.0053665000014,188.9973429000238,left,0,187.33196720003616,0.13717350002843887,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M28.png,stimuli/inverted_faces/M28morph.png,stimuli/inverted_faces/M28.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,25,25,26,,,,,190.10117789998185,,,,,,,,,,,,190.08991460001562,190.10117789998185,190.10117789998185,190.09034590004012,190.09036180004478,upright,190.10117789998185,190.59709350008052,190.589782700059,190.58981180004776,0.5595163424161321,190.59709350008052,191.15106750000268,191.13952970004175,,,,,,,,,,,,,194.14043050003238,1.0214127508359792,194.147592500085,195.16686290001962,195.15645640005823,,,,,,,,,,,,,,,,,,,,,191.13954970007762,191.15106750000268,191.15106750000268,191.15106750000268,194.147592500085,194.147592500085,194.147592500085,194.14003440004308,left,0,191.95599669998046,0.13597930001560599,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F16.png,stimuli/inverted_faces/F16morph.png,stimuli/inverted_faces/F16.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,26,26,14,,,,,195.16686290001962,,,,,,,,,,,,195.15677190001588,195.16686290001962,195.16686290001962,195.15701860003173,195.15703050000593,upright,195.16686290001962,195.66453250008635,195.65690000005998,195.65692159999162,0.5514579615505091,195.66453250008635,196.21868520008866,196.2066667000763,,,,,,,,,,,,,199.20741440006532,1.2087253304484251,199.21499880007468,200.41698460001498,200.4071100000292,,,,,,,,,,,,,,,,,,,,,196.20668730000034,196.21868520008866,196.21868520008866,196.21868520008866,199.21499880007468,199.21499880007468,199.21499880007468,199.20714010007214,right,0,197.04356160003226,0.14396370004396886,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M127.png,stimuli/inverted_faces/M127morph.png,stimuli/inverted_faces/M127.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,27,27,20,,,,,200.41698460001498,,,,,,,,,,,,200.4073618000839,200.41698460001498,200.41698460001498,200.4075980000198,200.4076090999879,upright,200.41698460001498,200.914949900005,200.90743910009041,200.90746070002206,0.5398372628720395,200.914949900005,201.45178320002742,201.44049569999333,,,,,,,,,,,,,204.44133780000266,1.17132954986544,204.448865900049,205.64242639997974,205.60788160003722,,,,,,,,,,,,,,,,,,,,,201.44051230000332,201.45178320002742,201.45178320002742,201.45178320002742,204.448865900049,204.448865900049,204.448865900049,204.4410632000072,right,0,202.26771570008714,0.14400380000006407,,,,,,,,,,,,,,,,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M21.png,stimuli/inverted_faces/M21morph.png,stimuli/inverted_faces/M21.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,25,207.63441669999156,,,,,,,,,,,,207.62930800009053,207.63441669999156,207.63441669999156,207.62957099999767,,inverted,,,,208.1253413000377,0.5386498240456863,208.13295060000382,208.6686960000079,208.65854480001144,,,,,,,,,,,,,211.65962030005176,1.1067198471309099,211.6668555000797,212.76667939999606,212.759128900012,207.62957840005402,207.63441669999156,208.13295060000382,208.1253181999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.63937490002718,205.64242639997974,207.61625080008525,208.65856630005874,208.6686960000079,208.6686960000079,208.6686960000079,211.6668555000797,211.6668555000797,211.6668555000797,211.65913210005965,left,0,209.61167150002439,0.12904060003347695,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M32.png,stimuli/inverted_faces/M32morph.png,stimuli/inverted_faces/M32.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,1,1,27,212.76667939999606,,,,,,,,,,,,212.75941850000527,212.76667939999606,212.76667939999606,212.75969850004185,,inverted,,,,213.2512235000031,0.5363754880046704,213.25883280008566,213.79308010009117,213.78418640000746,,,,,,,,,,,,,216.77645330002997,1.1911380216650471,216.78401790000498,217.96737109997775,217.95959069998935,212.75971160002518,212.76667939999606,213.25883280008566,213.25120190007146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.7842052000342,213.79308010009117,213.79308010009117,213.79308010009117,216.78401790000498,216.78401790000498,216.78401790000498,216.77619160001632,right,0,214.8355066999793,0.15207480010576546,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131morph.png,1,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,2,2,8,217.96737109997775,,,,,,,,,,,,217.9598360999953,217.96737109997775,217.96737109997775,217.960073400056,,inverted,,,,218.4521201000316,0.6248344936836191,218.45939700002782,219.0768283000216,219.06791109999176,,,,,,,,,,,,,222.06097730004694,1.0677022894711832,222.06825920008123,223.12642500002403,223.11895760009065,217.96008380001877,217.96737109997775,218.45939700002782,218.45209720009007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.06792220007628,219.0768283000216,219.0768283000216,219.0768283000216,222.06825920008123,222.06825920008123,222.06825920008123,222.06056480004918,left,0,220.44387860002462,0.15189069998450577,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F7.png,stimuli/inverted_faces/F7morph.png,stimuli/inverted_faces/F7.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,3,3,19,223.12642500002403,,,,,,,,,,,,223.11925410002004,223.12642500002403,223.12642500002403,223.11956720007583,,inverted,,,,223.61107139999513,0.6061699121326908,223.61851230007596,224.2196726000402,224.21079330006614,,,,,,,,,,,,,227.2032862000633,1.0518014385311343,227.21064730000217,228.2605469999835,228.25302549998742,223.1195789000485,223.12642500002403,223.61851230007596,223.61104860005435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.21081339998636,224.2196726000402,224.2196726000402,224.2196726000402,227.21064730000217,227.21064730000217,227.21064730000217,227.20294820005074,left,0,224.89149700000416,0.13601310004014522,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M125.png,stimuli/inverted_faces/M125morph.png,stimuli/inverted_faces/M125.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,4,4,21,228.2605469999835,,,,,,,,,,,,228.25334549997933,228.2605469999835,228.2605469999835,228.25362880004104,,inverted,,,,228.74506710004061,0.6921281090684774,228.75275660003535,229.4369399000425,229.4281067000702,,,,,,,,,,,,,232.4210688000312,1.1521961394570674,232.42824440007098,233.57812000007834,233.57052629999816,228.2536421000259,228.2605469999835,228.75275660003535,228.7450475000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.42812450008933,229.4369399000425,229.4369399000425,229.4369399000425,232.42824440007098,232.42824440007098,232.42824440007098,232.42062500002794,right,0,230.56407920003403,0.13607739994768053,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M25.png,stimuli/inverted_faces/M25.png,stimuli/inverted_faces/M25morph.png,1,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,5,5,10,233.57812000007834,,,,,,,,,,,,233.5708601999795,233.57812000007834,233.57812000007834,233.57118349999655,,inverted,,,,234.0627867000876,0.5098713266866172,234.07003960001748,234.57881830004044,234.57048680004664,,,,,,,,,,,,,237.56286409997847,1.0772887748922926,237.57069090008736,238.64531070005614,238.6377001000801,233.57126370002516,233.57812000007834,234.07003960001748,234.06276320002507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.57050300005358,234.57881830004044,234.57881830004044,234.57881830004044,237.57069090008736,237.57069090008736,237.57069090008736,237.56259750004392,left,0,235.7005810000701,0.14353419991675764,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F13.png,stimuli/inverted_faces/F13morph.png,stimuli/inverted_faces/F13.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,6,6,16,238.64531070005614,,,,,,,,,,,,238.63794530008454,238.64531070005614,238.64531070005614,238.63816249999218,,inverted,,,,239.1295456000371,0.6696875110224582,239.13718660001177,239.80541600007564,239.79645860008895,,,,,,,,,,,,,242.78872660000343,1.1974976361996168,242.79625060001854,243.98780930007342,243.9800377000356,238.6381723000668,238.64531070005614,239.13718660001177,239.12953430006746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.79647539998405,239.80541600007564,239.80541600007564,239.80541600007564,242.79625060001854,242.79625060001854,242.79625060001854,242.78842600004282,right,0,241.24406400008593,0.18343089998234063,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M28.png,stimuli/inverted_faces/M28morph.png,stimuli/inverted_faces/M28.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,7,7,26,243.98780930007342,,,,,,,,,,,,243.98028880008496,243.98780930007342,243.98780930007342,243.98050589999184,,inverted,,,,244.47211349999998,0.5917755959477831,244.47986369999126,245.06315170007292,245.05528600001708,,,,,,,,,,,,,248.0475120000774,1.0823316408768746,248.0553004000103,249.13029550004285,249.12257930007763,243.98051520006265,243.98780930007342,244.47986369999126,244.47209689999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0553004000103,245.06315170007292,245.06315170007292,245.06315170007292,248.0553004000103,248.0553004000103,248.0553004000103,248.0472634000471,right,0,245.96386200003326,0.1602955999551341,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M123.png,stimuli/inverted_faces/M123.png,stimuli/inverted_faces/M123morph.png,1,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,8,8,5,249.13029550004285,,,,,,,,,,,,249.12283700006083,249.13029550004285,249.13029550004285,249.1230702000903,,inverted,,,,249.61492359999102,0.582109081613766,249.6224895999767,250.19721800007392,250.1892559999833,,,,,,,,,,,,,253.18238260003272,1.296075694312456,253.18960290006362,254.48186170007102,254.4738930000458,249.12308040005155,249.13029550004285,249.6224895999767,249.61490080005024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.18926910008304,250.19721800007392,250.19721800007392,250.19721800007392,253.18960290006362,253.18960290006362,253.18960290006362,253.18203220004216,left,0,251.14836800005287,0.15156659996137023,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
stimuli/inverted_faces/faces_stimuli_InvShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F12.png,stimuli/inverted_faces/F12morph.png,stimuli/inverted_faces/F12.png,2,faces,short,inverted,0,1,,,,,,,,,,,,,0,1,1,1,,,,,0,9,9,15,254.48186170007102,,,,,,,,,,,,254.47420360008255,254.48186170007102,254.48186170007102,254.47452000004705,,inverted,,,,254.96591840009205,0.5731400973755575,254.97317740006838,255.54150569997728,255.53212099999655,,,,,,,,,,,,,258.52480840007775,1.0060970524794026,258.53207309998106,259.5327632999979,259.52474730007816,254.47453440004028,254.48186170007102,254.97317740006838,254.965896800044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.5321413000347,255.54150569997728,255.54150569997728,255.54150569997728,258.53207309998106,258.53207309998106,258.53207309998106,258.5244660000317,left,0,256.2599208999891,0.16799149999860674,,,,P002,1,2,False,False,False,False,2025-02-11_15h51.37.847,inversion_effect,2024.1.0,None,2025-02-11 15h52.00.114992 -0800,
