block_list,fix_dur,target_dur,isi_dur,probe_dur,iti_dur,stim_size,target_list,probe_L,probe_R,correct_resp,condStim,condDur,condOrient,upright_flag,inverted_flag,blocks_practice.thisRepN,blocks_practice.thisTrialN,blocks_practice.thisN,blocks_practice.thisIndex,trials_practice_up.thisRepN,trials_practice_up.thisTrialN,trials_practice_up.thisN,trials_practice_up.thisIndex,trials_practice_inv.thisRepN,trials_practice_inv.thisTrialN,trials_practice_inv.thisN,trials_practice_inv.thisIndex,blocks_order.thisRepN,blocks_order.thisTrialN,blocks_order.thisN,blocks_order.thisIndex,trials_upright.thisRepN,trials_upright.thisTrialN,trials_upright.thisN,trials_upright.thisIndex,trials_inverted.thisRepN,trials_inverted.thisTrialN,trials_inverted.thisN,trials_inverted.thisIndex,thisRow.t,notes,Start.started,Start.stopped,instrPractice.started,key_resp_practice.started,instrPractice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.duration,getReady.started,getReady.stopped,Fixation.started,text_fixation.started,text_fixation.stopped,Fixation.stopped,EncodingUpright.started,orient,image_target_upright.started,image_target_upright.stopped,EncodingUpright.stopped,ISI.started,isi_jittered,text_isi.started,text_isi.stopped,ISI.stopped,ProbeUpPractice.started,image_probePrac_up_left.started,image_probePrace_up_right.started,key_resp_up_prac.started,image_probePrac_up_left.stopped,image_probePrace_up_right.stopped,key_resp_up_prac.stopped,ProbeUpPractice.stopped,key_resp_up_prac.keys,key_resp_up_prac.corr,key_resp_up_prac.rt,key_resp_up_prac.duration,ITI.started,iti_jittered,text_iti.started,text_iti.stopped,ITI.stopped,EncodingInverted.started,image_target_inverted.started,image_target_inverted.stopped,EncodingInverted.stopped,ProbeInvPractice.started,image_probePrac_inv_left.started,image_probePrace_inv_right.started,key_resp_inv_prac.started,image_probePrac_inv_left.stopped,image_probePrace_inv_right.stopped,key_resp_inv_prac.stopped,ProbeInvPractice.stopped,key_resp_inv_prac.keys,key_resp_inv_prac.corr,key_resp_inv_prac.rt,key_resp_inv_prac.duration,FB_Practice.started,key_resp_endPractice.started,FB_Practice.stopped,key_resp_endPractice.keys,key_resp_endPractice.rt,key_resp_endPractice.duration,ProbeUpright.started,image_probe_upright_left.started,image_probe_upright_right.started,key_resp_upright.started,image_probe_upright_left.stopped,image_probe_upright_right.stopped,key_resp_upright.stopped,ProbeUpright.stopped,key_resp_upright.keys,key_resp_upright.corr,key_resp_upright.rt,key_resp_upright.duration,IBI.started,text_ibi.started,IBI.stopped,ProbeInverted.started,image_probe_inverted_left.started,image_probe_inverted_right.started,key_resp_inverted.started,image_probe_inverted_left.stopped,image_probe_inverted_right.stopped,key_resp_inverted.stopped,ProbeInverted.stopped,key_resp_inverted.keys,key_resp_inverted.corr,key_resp_inverted.rt,key_resp_inverted.duration,ThankYou.started,text_thanks.started,ThankYou.stopped,participant,session,order,EEG,EyeLink,EyeTribe,Calibrate,date,expName,psychopyVersion,frameRate,expStart,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M35.png,stimuli/inverted_faces/M35.png,stimuli/inverted_faces/M35morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,4,4,13,,,,,79.15311320032924,,,,,,,,,,,,79.14424019958824,79.15311320032924,79.15311320032924,79.1446144003421,79.14463290013373,upright,79.15311320032924,79.65169909968972,79.64382230024785,79.64384439960122,0.5015295822260297,79.65169909968972,80.1556837996468,80.14415379986167,,,,,,,,,,,,,83.1451129000634,1.2238425842763878,83.15221960004419,84.3705438002944,84.36151670012623,,,,,,,,,,,,,,,,,,,,,,,80.14418330043554,80.1556837996468,80.1556837996468,80.1556837996468,83.15221960004419,83.15221960004419,83.15221960004419,83.14461550023407,right,0,80.98753590043634,0.15976700000464916,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F12.png,stimuli/inverted_faces/F12.png,stimuli/inverted_faces/F12morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,5,5,2,,,,,84.3705438002944,,,,,,,,,,,,84.36193380039185,84.3705438002944,84.3705438002944,84.36238600034267,84.36241280008107,upright,84.3705438002944,84.86913319956511,84.86161039955914,84.86164020001888,0.5858994302753169,84.86913319956511,85.45717599987984,85.44511490035802,,,,,,,,,,,,,88.44615739956498,1.186519897423709,88.45305170025676,89.66311089973897,89.62884460017085,,,,,,,,,,,,,,,,,,,,,,,85.44514440000057,85.45717599987984,85.45717599987984,85.45717599987984,88.45305170025676,88.45305170025676,88.45305170025676,88.44556420017034,left,0,86.07581350021064,0.15122490003705025,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M31.png,stimuli/inverted_faces/M31morph.png,stimuli/inverted_faces/M31.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,6,6,27,,,,,89.66311089973897,,,,,,,,,,,,89.62924570031464,89.66311089973897,89.66311089973897,89.6297281999141,89.62975540012121,upright,89.66311089973897,90.1616655997932,90.15404799953103,90.15407699998468,0.5408034382965368,90.1616655997932,90.69950489979237,90.68721590004861,,,,,,,,,,,,,93.68825109954923,1.2444264282217046,93.69543919991702,94.94038259983063,94.92994930036366,,,,,,,,,,,,,,,,,,,,,,,90.68724210001528,90.69950489979237,90.69950489979237,90.69950489979237,93.69543919991702,93.69543919991702,93.69543919991702,93.687774900347,right,0,91.71507630031556,0.1600070996209979,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129.png,stimuli/inverted_faces/M129morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,7,7,10,,,,,94.94038259983063,,,,,,,,,,,,94.93044910021126,94.94038259983063,94.94038259983063,94.93098049983382,94.93100859969854,upright,94.94038259983063,95.43739159964025,95.42979499977082,95.42982549965382,0.6591961976620653,95.43739159964025,96.09259460028261,96.07992460019886,,,,,,,,,,,,,99.08089290000498,1.2104920893983002,99.08789919968694,100.2988243997097,100.28869619965553,,,,,,,,,,,,,,,,,,,,,,,96.07995599973947,96.09259460028261,96.09259460028261,96.09259460028261,99.08789919968694,99.08789919968694,99.08789919968694,99.08037369977683,left,0,97.2672576000914,0.1365395998582244,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M128.png,stimuli/inverted_faces/M128morph.png,stimuli/inverted_faces/M128.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,8,8,21,,,,,100.2988243997097,,,,,,,,,,,,100.28909000009298,100.2988243997097,100.2988243997097,100.28950219973922,100.2895208997652,upright,100.2988243997097,100.7965131001547,100.78872079961002,100.78874509967864,0.6541133366680296,100.7965131001547,101.4491873998195,101.43858109973371,,,,,,,,,,,,,104.43968079984188,1.113623351580547,104.44702180009335,105.58140490017831,105.54790479969233,,,,,,,,,,,,,,,,,,,,,,,101.43860180024058,101.4491873998195,101.4491873998195,101.4491873998195,104.44702180009335,104.44702180009335,104.44702180009335,104.43928689975291,right,0,101.94701620005071,0.15259069949388504,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M21.png,stimuli/inverted_faces/M21.png,stimuli/inverted_faces/M21morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,9,9,11,,,,,105.58140490017831,,,,,,,,,,,,105.54819529969245,105.58140490017831,105.58140490017831,105.54851110000163,105.54852660000324,upright,105.58140490017831,106.07233239989728,106.064517499879,106.06453949958086,0.6914213789889979,106.07233239989728,106.76083530019969,106.74778939969838,,,,,,,,,,,,,109.74893399979919,1.1271475381741973,109.7561414996162,110.90747150033712,110.87332590017468,,,,,,,,,,,,,,,,,,,,,,,106.74780630040914,106.76083530019969,106.76083530019969,106.76083530019969,109.7561414996162,109.7561414996162,109.7561414996162,109.74854619987309,right,0,108.98816409986466,0.15082210022956133,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M130.png,stimuli/inverted_faces/M130morph.png,stimuli/inverted_faces/M130.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,10,10,22,,,,,110.90747150033712,,,,,,,,,,,,110.87361949961632,110.90747150033712,110.90747150033712,110.87388980016112,110.8739039003849,upright,110.90747150033712,111.3979820003733,111.3903839001432,111.3904093997553,0.6318368109081698,111.3979820003733,112.02797670010477,112.01522769965231,,,,,,,,,,,,,115.01680819969624,1.1206306196965055,115.0236000996083,116.14269149955362,116.13290470000356,,,,,,,,,,,,,,,,,,,,,,,112.01524520013481,112.02797670010477,112.02797670010477,112.02797670010477,115.0236000996083,115.0236000996083,115.0236000996083,115.01624410040677,right,0,113.33117759972811,0.16010130010545254,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/F15.png,stimuli/inverted_faces/F15.png,stimuli/inverted_faces/F15morph.png,1,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,11,11,4,,,,,116.14269149955362,,,,,,,,,,,,116.13339569978416,116.14269149955362,116.14269149955362,116.133883100003,116.13391030021012,upright,116.14269149955362,116.64058179967105,116.63317910023034,116.63320850022137,0.5487275929325519,116.64058179967105,117.18575000017881,117.17439469974488,,,,,,,,,,,,,120.1752810003236,1.1646981983437426,120.18274439964443,121.3435364998877,121.3335309997201,,,,,,,,,,,,,,,,,,,,,,,117.17441810015589,117.18575000017881,117.18575000017881,117.18575000017881,120.18274439964443,120.18274439964443,120.18274439964443,120.17494039982557,left,0,118.16370650008321,0.10403509996831417,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M131.png,stimuli/inverted_faces/M131morph.png,stimuli/inverted_faces/M131.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,12,12,23,,,,,121.3435364998877,,,,,,,,,,,,121.33399809990078,121.3435364998877,121.3435364998877,121.3343663001433,121.33438440039754,upright,121.3435364998877,121.8413568995893,121.83358830027282,121.83361180033535,0.57046040414581,121.8413568995893,122.41122080013156,122.40009289979935,,,,,,,,,,,,,125.40164809953421,1.0824263281428355,125.40851350035518,126.48375579994172,126.47587999980897,,,,,,,,,,,,,,,,,,,,,,,122.40011429972947,122.41122080013156,122.41122080013156,122.41122080013156,125.40851350035518,125.40851350035518,125.40851350035518,125.40111050009727,right,0,122.93967110011727,0.12003959994763136,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
stimuli/inverted_faces/faces_stimuli_UpShort.csv,0,0.5,0.5,3,1,0.41,stimuli/inverted_faces/M125.png,stimuli/inverted_faces/M125morph.png,stimuli/inverted_faces/M125.png,2,faces,short,upright,1,0,,,,,,,,,,,,,0,0,0,0,0,13,13,19,,,,,126.48375579994172,,,,,,,,,,,,126.47630889993161,126.48375579994172,126.48375579994172,126.47670060023665,126.47671759966761,upright,126.48375579994172,126.97537000011653,126.96788990031928,126.96791980043054,0.6367225726610312,126.97537000011653,127.60904890019447,127.60087000019848,,,,,,,,,,,,,130.59386190026999,1.0990684614089203,130.6008804999292,131.7186422003433,131.68481449969113,,,,,,,,,,,,,,,,,,,,,,,127.60088840033859,127.60904890019447,127.60904890019447,127.60904890019447,130.6008804999292,130.6008804999292,130.6008804999292,130.59339720010757,left,0,128.81912759970874,0.10395709984004498,,,,,,,,,,,,,,,,,,,101,1,1,False,False,False,False,2025-02-04_10h32.07.219,inversion_effect,2024.1.0,None,2025-02-04 10h32.27.121280 -0800,
