Block,Trial,Condition,Oddball,Reaction Time (s),Stimulus Onset (s),Stimulus Offset (s)
9,4,Condition 3,False,,179.73089490899292,180.13322493899614
9,5,Condition 3,False,,180.34217500299565,180.74427748699964
9,6,Condition 3,False,,180.95806369899947,181.35994338899036
9,7,Condition 3,False,,181.56696943499264,181.96913467498962
9,8,Condition 3,False,,182.1788966979948,182.58136808298877
9,9,Condition 3,False,,182.78919784199388,183.19140457399772
9,10,Condition 3,False,,183.4004934019904,183.80272033398796
9,11,Condition 3,False,,184.01071008699364,184.41283823699632
9,12,Condition 3,False,,184.62195906999114,185.02426012700016
9,13,Condition 3,False,,185.23169149199384,185.63387979898835
9,14,Condition 3,False,,185.84270317999471,186.24502513399057
9,15,Condition 3,False,,186.45223868299217,186.85434787398844
9,16,Condition 3,False,,187.06383984499553,187.46870881899667
9,17,Condition 3,False,,187.67704602199956,188.07916549500078
9,18,Condition 3,False,,188.28894410999783,188.69114418399113
9,19,Condition 3,False,,188.89886478699918,189.30108575199847
9,20,Condition 3,True,,189.5100535149977,189.91164093300176
10,1,Condition 4,False,,200.12243769298948,200.52527444899897
10,2,Condition 4,False,,200.73491128499154,201.13672004599357
10,3,Condition 4,False,,201.34444743899803,201.74661597498925
10,4,Condition 4,False,,201.9563364469941,202.35856021600193
10,5,Condition 4,False,,202.56699729799584,202.96944977199018
10,6,Condition 4,False,,203.1791199619911,203.5807576209918
10,7,Condition 4,False,,203.78914658998838,204.1921355509985
10,8,Condition 4,False,,204.40130163899448,204.80349618199398
10,9,Condition 4,False,,205.01062018200173,205.41283441099222
10,10,Condition 4,False,,205.6222039629938,206.02446452599543
10,11,Condition 4,False,,206.23251268199238,206.63478534598835
10,12,Condition 4,False,,206.84392047899019,207.24549905399908
10,13,Condition 4,False,,207.45463015099813,207.85688905899588
10,14,Condition 4,False,,208.0662394339888,208.4684118169971
10,15,Condition 4,False,,208.67613798499224,209.07837491299142
10,16,Condition 4,False,,209.28780873799406,209.69018649599457
10,17,Condition 4,False,,209.8980488609959,210.3001992369973
10,18,Condition 4,False,,210.50936927099247,210.91152616898762
10,19,Condition 4,False,,211.11967004599865,211.52195238099375
10,20,Condition 4,False,,211.7304825399915,212.1328194809903
11,1,Condition 2,True,,222.34384682799282,222.74623834899103
11,2,Condition 2,False,,222.9558065989986,223.35795249299554
11,3,Condition 2,False,,223.56630559598852,223.96869045599306
11,4,Condition 2,False,,224.1782515169907,224.5806372359948
11,5,Condition 2,False,,224.78824691699992,225.18996345199412
11,6,Condition 2,True,,225.3985036619997,225.80078253799002
11,7,Condition 2,False,,226.00895756599493,226.4110101039987
11,8,Condition 2,False,,226.62094781699125,227.02363822198822
11,9,Condition 2,False,,227.23264370700053,227.63435260400001
11,10,Condition 2,False,,227.8437883789884,228.24599533400033
11,11,Condition 2,False,,228.45421531499596,228.8560357440001
11,12,Condition 2,False,,229.0649679240014,229.46699823100062
11,13,Condition 2,True,,229.6746652869915,230.07666887198866
11,14,Condition 2,False,,230.2858923879976,230.688228272993
11,15,Condition 2,False,,230.8964499089925,231.29876575199887
11,16,Condition 2,False,,231.50883043299837,231.9107422019879
11,17,Condition 2,True,,232.1182961529994,232.5203664469882
11,18,Condition 2,False,,232.73027708899463,233.13235934398836
11,19,Condition 2,False,,233.34012860599614,233.74219386499317
11,20,Condition 2,False,,233.95194380400062,234.3543085400015
12,1,Condition 1,False,,244.5651492379984,244.96783291499014
12,2,Condition 1,False,,245.1775496689952,245.57981966499938
12,3,Condition 1,False,,245.78698528499808,246.1886768199911
12,4,Condition 1,False,,246.39832833698893,246.80041537299985
12,5,Condition 1,False,,247.00825026800158,247.410504458996
12,6,Condition 1,False,,247.61942539099255,248.02153743199597
12,7,Condition 1,False,,248.2291055379901,248.63129075100005
12,8,Condition 1,False,,248.84153158099798,249.24383234899142
12,9,Condition 1,True,,249.45222510899475,249.8547209899989
12,10,Condition 1,True,,250.06355776599958,250.46584451598756
12,11,Condition 1,False,,250.67356020999432,251.07583893199626
12,12,Condition 1,False,,251.28571627599013,251.6881177920004
12,13,Condition 1,False,,251.899702729992,252.3018977210013
12,14,Condition 1,True,,252.51114830900042,252.91323487299087
12,15,Condition 1,False,,253.12158336199354,253.52382047199353
12,16,Condition 1,False,,253.73358064999047,254.13600326600135
12,17,Condition 1,False,,254.34490040400124,254.74712967198866
12,18,Condition 1,False,,254.95673809999425,255.3589834710001
12,19,Condition 1,False,,255.5670972379885,255.9693388399901
12,20,Condition 1,False,,256.17895039598807,256.5812217499915
13,1,Condition 2,False,,266.7926909999951,267.19435777599574
13,2,Condition 2,True,,267.4041260199883,267.80626867499086
13,3,Condition 2,False,,268.0142185619916,268.41674000599596
13,4,Condition 2,True,,268.6273418649944,269.02964123799757
13,5,Condition 2,False,,269.2380178609892,269.6404290770006
13,6,Condition 2,True,,269.8494908379944,270.2516366560012
13,7,Condition 2,False,,270.45980675600003,270.8621819849941
13,8,Condition 2,False,,271.0709847469989,271.4732551729976
13,9,Condition 2,False,,271.6816656089941,272.0840675520012
13,10,Condition 2,True,,272.2931125759933,272.69537774298806
13,11,Condition 2,False,,272.9031201339967,273.30527672098833
13,12,Condition 2,True,,273.5143858980009,273.9166028530017
13,13,Condition 2,False,,274.1246973039961,274.5264355909894
13,14,Condition 2,False,,274.7366766089981,275.13899601600133
13,15,Condition 2,True,,275.3468047839997,275.7484406619915
13,16,Condition 2,True,,275.95773478399497,276.35999019499286
13,17,Condition 2,False,,276.56824164999125,276.9707224039885
13,18,Condition 2,False,,277.18018884499907,277.58253042399883
13,19,Condition 2,False,,277.789722246991,278.1919891439902
13,20,Condition 2,False,,278.40198774499004,278.8042933879915
14,1,Condition 1,False,,289.01605096999265,289.4184128969937
14,2,Condition 1,False,,289.6270646539924,290.0292702000006
14,3,Condition 1,True,,290.23764322599163,290.6397509660019
14,4,Condition 1,False,,290.8488814839948,291.2512677499908
14,5,Condition 1,False,,291.45899725500203,291.8607550000015
14,6,Condition 1,False,,292.07061809398874,292.47295921600016
14,7,Condition 1,False,,292.681322370001,293.08316569599265
14,8,Condition 1,False,,293.29240195199964,293.6947091309994
14,9,Condition 1,False,,293.9026396469999,294.3046874989959
14,10,Condition 1,False,,294.5151508239942,294.9174695749971
14,11,Condition 1,True,,295.1244436470006,295.5264507769898
14,12,Condition 1,False,,295.73616840998875,296.1379894129932
14,13,Condition 1,False,,296.34588966499723,296.74818820599467
14,14,Condition 1,False,,296.957832701999,297.35982573698857
14,15,Condition 1,False,,297.56768366399046,297.970066526992
14,16,Condition 1,False,,298.1805055279983,298.58388819800166
14,17,Condition 1,False,,298.79227508699114,299.1939624059887
14,18,Condition 1,False,,299.4054700949928,299.80775330799224
14,19,Condition 1,False,,300.01512594599626,300.4172324159881
14,20,Condition 1,False,,300.6269045779918,301.02859524299856
15,1,Condition 2,False,,311.2452846769884,311.6475562449923
15,2,Condition 2,True,,311.8572579299944,312.2590069459984
15,3,Condition 2,False,,312.46620152199466,312.8685589629895
15,4,Condition 2,False,,313.07716082299885,313.479497014996
15,5,Condition 2,False,,313.6880077349924,314.09028990699153
15,6,Condition 2,False,,314.29901748200064,314.70127320400206
15,7,Condition 2,False,,314.90917107099085,315.3114180479897
15,8,Condition 2,False,,315.5210704249912,315.9232806189975
15,9,Condition 2,False,,316.1305192789878,316.5323334769928
15,10,Condition 2,False,,316.74110668599315,317.1427579949959
15,11,Condition 2,False,,317.35064971999964,317.75304837299336
15,12,Condition 2,False,,317.9622536379902,318.3644960699894
15,13,Condition 2,False,,318.57224901199515,318.97450306799146
15,14,Condition 2,False,,319.1837135859969,319.58552081199014
15,15,Condition 2,False,,319.7936540230003,320.19518977199914
15,16,Condition 2,False,,320.40504366399546,320.80737195500114
15,17,Condition 2,False,,321.0151382449985,321.41728670299926
15,18,Condition 2,True,,321.6267168959894,322.0290518719994
15,19,Condition 2,True,,322.23767110599147,322.63997779699275
15,20,Condition 2,True,,322.84942182899977,323.2517196909903
16,1,Condition 3,True,,333.4625693220005,333.8643631849991
16,2,Condition 3,False,,334.0739037329913,334.4762487859989
16,3,Condition 3,False,,334.6840038099908,335.08641178499965
16,4,Condition 3,False,,335.2955772400019,335.6979484259937
16,5,Condition 3,False,,335.90501168899937,336.306912369997
16,6,Condition 3,True,,336.51605967899377,336.9182646459958
16,7,Condition 3,False,,337.1260777659918,337.52821867099556
16,8,Condition 3,True,,337.73694033799984,338.1391364329902
16,9,Condition 3,False,,338.34697097000026,338.74920019299316
16,10,Condition 3,False,,338.95827687998826,339.36060730199097
16,11,Condition 3,False,,339.56832022398885,339.9704359879979
16,12,Condition 3,True,,340.1792232299922,340.5814512479992
16,13,Condition 3,False,,340.78889649899793,341.1910164209985
16,14,Condition 3,False,,341.3997759079939,341.8022149239987
16,15,Condition 3,False,,342.00998596799036,342.41232865500206
16,16,Condition 3,False,,342.620708360002,343.0223566969944
16,17,Condition 3,False,,343.23032315100136,343.632359885989
16,18,Condition 3,False,,343.84238727699267,344.2441509029886
16,19,Condition 3,False,,344.4522645389952,344.8539364869939
16,20,Condition 3,True,,345.0632947139966,345.4654592089937
