Block,Trial,Condition,Oddball,Reaction Time (s),Stimulus Onset (s),Stimulus Offset (s),Stimulus Image
1,1,NSF,True,,0.12981134399888106,0.5317803729994921,26-NSF.jpg
1,2,NSF,False,,0.7492677749978611,1.1516814850037917,5-NSF.jpg
1,3,NSF,False,,1.3666800439968938,1.7687299980025273,11-NSF.jpg
1,4,NSF,False,,1.9825507740024477,2.384570920999977,19-NSF.jpg
1,5,NSF,True,,2.5971624849917134,2.999122200999409,29-NSF.jpg
1,6,NSF,False,,3.211542003991781,3.613659793001716,12-NSF.jpg
1,7,NSF,False,,3.826636220997898,4.230538522999268,14-NSF.jpg
1,8,NSF,False,,4.44406218099175,4.845984992993181,21-NSF.jpg
1,9,NSF,False,,5.058118171989918,5.46351648500422,8-NSF.jpg
1,10,NSF,False,,5.678195756991045,6.08091773900378,10-NSF.jpg
1,11,NSF,False,,6.29432573899976,6.69807542199851,18-NSF.jpg
1,12,NSF,False,,6.912398268992547,7.313867609002045,22-NSF.jpg
1,13,NSF,False,,7.5263988679944305,7.928558179002721,13-NSF.jpg
1,14,NSF,False,,8.142883077991428,8.544885501003591,1-NSF.jpg
1,15,NSF,False,,8.761000256999978,9.163817544991616,20-NSF.jpg
1,16,NSF,False,,9.378458492996288,9.780516227998305,9-NSF.jpg
1,17,NSF,False,,9.994165237003472,10.396397310993052,3-NSF.jpg
1,18,NSF,False,,10.60943373000191,11.012577761997818,17-NSF.jpg
1,19,NSF,False,,11.224388963004458,11.6280276710022,15-NSF.jpg
1,20,NSF,False,,11.841661402999307,12.24381758699019,2-NSF.jpg
2,1,LSF,True,,22.468155987997307,22.8710901739978,26-LSF.jpg
2,2,LSF,False,,23.08789449899632,23.48984409699915,5-LSF.jpg
2,3,LSF,False,,23.701128724002047,24.10304591199383,11-LSF.jpg
2,4,LSF,False,,24.316498599000624,24.71843172700028,19-LSF.jpg
2,5,LSF,False,,24.93027365799935,25.332226796002942,29-LSF.jpg
2,6,LSF,False,,25.54506329599826,25.946950415003812,12-LSF.jpg
2,7,LSF,False,,26.15895823900064,26.56091849299264,14-LSF.jpg
2,8,LSF,False,,26.77391991399054,27.178635549003957,21-LSF.jpg
2,9,LSF,False,,27.390243029993144,27.792041944994708,8-LSF.jpg
2,10,LSF,False,,28.006221767995157,28.40879704299732,10-LSF.jpg
2,11,LSF,True,,28.62006749700231,29.02222688299662,18-LSF.jpg
2,12,LSF,False,,29.235392176997266,29.637365268994472,22-LSF.jpg
2,13,LSF,False,,29.849945840003784,30.25181958999019,13-LSF.jpg
2,14,LSF,True,,30.465240183999413,30.867449876997853,1-LSF.jpg
2,15,LSF,False,,31.082794578993344,31.484866429003887,20-LSF.jpg
2,16,LSF,False,,31.69849599999725,32.10089644599066,9-LSF.jpg
2,17,LSF,True,,32.31517599300423,32.717160443993635,3-LSF.jpg
2,18,LSF,False,,32.92960325999593,33.33153002199833,17-LSF.jpg
2,19,LSF,False,,33.54355295999267,33.94550326299213,15-LSF.jpg
2,20,LSF,False,,34.15919587999815,34.56122424399655,2-LSF.jpg
3,1,LSF,False,,44.77676218400302,45.18041208399518,26-LSF.jpg
3,2,LSF,False,,45.39342702800059,45.795325120998314,5-LSF.jpg
3,3,LSF,False,,46.00730680099514,46.41211998999643,11-LSF.jpg
3,4,LSF,False,,46.62538180500269,47.03048584399221,19-LSF.jpg
3,5,LSF,False,,47.242562490995624,47.64466450999316,29-LSF.jpg
3,6,LSF,False,,47.85694667999633,48.259382656993694,12-LSF.jpg
3,7,LSF,False,,48.470528320001904,48.872427531998255,14-LSF.jpg
3,8,LSF,False,,49.085406939993845,49.48733517200162,21-LSF.jpg
3,9,LSF,False,,49.69872333400417,50.10061021099682,8-LSF.jpg
3,10,LSF,False,,50.31397210599971,50.715842524994514,10-LSF.jpg
3,11,LSF,False,,50.92800663100206,51.32993570699182,18-LSF.jpg
3,12,LSF,False,,51.54340405900439,51.94533481399412,22-LSF.jpg
3,13,LSF,False,,52.15758235700196,52.56041289999848,13-LSF.jpg
3,14,LSF,False,,52.77336819299671,53.17917817400303,1-LSF.jpg
3,15,LSF,False,,53.39060339500429,53.794251692990656,20-LSF.jpg
3,16,LSF,False,,54.00802821699472,54.41002018599829,9-LSF.jpg
3,17,LSF,False,,54.62207821999618,55.02550266399339,3-LSF.jpg
3,18,LSF,False,,55.23836198900244,55.64028230399708,17-LSF.jpg
3,19,LSF,False,,55.85232645100041,56.25430635799421,15-LSF.jpg
3,20,LSF,False,,56.470129274996,56.87230630099657,2-LSF.jpg
4,1,NSF,False,,67.08806890499545,67.49020428099902,26-NSF.jpg
4,2,NSF,False,,67.70878373099549,68.1113825069915,5-NSF.jpg
4,3,NSF,False,,68.32361947800382,68.72592189299758,11-NSF.jpg
4,4,NSF,False,,68.93936768799904,69.34311636899656,19-NSF.jpg
4,5,NSF,False,,69.5541953350039,69.95695319600054,29-NSF.jpg
4,6,NSF,False,,70.170096611997,70.57242720699287,12-NSF.jpg
4,7,NSF,False,,70.78787937699235,71.19054138299543,14-NSF.jpg
4,8,NSF,False,,71.4033996569924,71.80571055099426,21-NSF.jpg
4,9,NSF,False,,72.02206152500003,72.42790164999315,8-NSF.jpg
4,10,NSF,False,,72.63973794999765,73.04237354100042,10-NSF.jpg
